"","ind","ref","param","RSF_estimate"
"Prey_predicted390","Fish72","Ref","Prey_predicted",-0.667683648030459
"Prey_predicted391","Fish72","Ref","Prey_predicted",0.229205827259207
"Prey_predicted392","Fish72","Ref","Prey_predicted",-0.526285342493419
"Prey_predicted393","Fish72","Ref","Prey_predicted",0.510799128079751
"Prey_predicted394","Fish72","Ref","Prey_predicted",-0.326587887515813
"Prey_predicted395","Fish72","Ref","Prey_predicted",2.90650197746993
"Prey_predicted396","Fish72","Ref","Prey_predicted",0.719391078250345
"Prey_predicted397","Fish72","Ref","Prey_predicted",1.50707804600144
"Prey_predicted398","Fish72","Ref","Prey_predicted",-1.74508440921456
"Prey_predicted399","Fish72","Ref","Prey_predicted",-1.57892771053726
"Prey_predicted400","Fish72","Ref","Prey_predicted",0.376125918644229
"Prey_predicted401","Fish72","Ref","Prey_predicted",-0.83718251418121
"Prey_predicted402","Fish72","Ref","Prey_predicted",-0.663888854536828
"Prey_predicted403","Fish72","Ref","Prey_predicted",-0.828313668888504
"Prey_predicted404","Fish72","Ref","Prey_predicted",2.18967885802757
"Prey_predicted405","Fish72","Ref","Prey_predicted",1.70122686652668
"Prey_predicted406","Fish72","Ref","Prey_predicted",-2.54734306808321
"Prey_predicted407","Fish72","Ref","Prey_predicted",-0.372074326533946
"Prey_predicted408","Fish72","Ref","Prey_predicted",2.40140743282352
"Prey_predicted409","Fish72","Ref","Prey_predicted",-0.432620747795175
"Prey_predicted410","Fish72","Ref","Prey_predicted",-0.162530259461776
"Prey_predicted411","Fish72","Ref","Prey_predicted",0.132051993717119
"Prey_predicted412","Fish72","Ref","Prey_predicted",-0.421422145245855
"Prey_predicted413","Fish72","Ref","Prey_predicted",1.25308741200435
"Prey_predicted414","Fish72","Ref","Prey_predicted",0.617229672340868
"Prey_predicted415","Fish72","Ref","Prey_predicted",-0.920472238338152
"Prey_predicted416","Fish72","Ref","Prey_predicted",0.272239662336651
"Prey_predicted417","Fish72","Ref","Prey_predicted",-0.27041504025278
"Prey_predicted418","Fish72","Ref","Prey_predicted",-1.24287335290623
"Prey_predicted419","Fish72","Ref","Prey_predicted",-0.422384491199535
"Prey_predicted420","Fish72","Ref","Prey_predicted",-0.812733667288961
"Prey_predicted421","Fish72","Ref","Prey_predicted",1.28740129136386
"Prey_predicted422","Fish72","Ref","Prey_predicted",-0.381498305453522
"Prey_predicted423","Fish72","Ref","Prey_predicted",0.798396590021609
"Prey_predicted424","Fish72","Ref","Prey_predicted",1.64848886361909
"Prey_predicted425","Fish72","Ref","Prey_predicted",0.282948799783388
"Prey_predicted426","Fish72","Ref","Prey_predicted",-0.56437717175621
"Prey_predicted427","Fish72","Ref","Prey_predicted",-0.89639842616708
"Prey_predicted428","Fish72","Ref","Prey_predicted",-0.931142995540911
"Prey_predicted429","Fish72","Ref","Prey_predicted",-1.77310887731754
"Prey_predicted430","Fish72","Ref","Prey_predicted",-0.258033253752389
"Prey_predicted431","Fish72","Ref","Prey_predicted",-0.0751522645437407
"Prey_predicted432","Fish72","Ref","Prey_predicted",-1.77263714948202
"Prey_predicted433","Fish72","Ref","Prey_predicted",0.340198027835949
"Prey_predicted434","Fish72","Ref","Prey_predicted",-0.428962540905062
"Prey_predicted435","Fish72","Ref","Prey_predicted",0.0348965798707957
"Prey_predicted436","Fish72","Ref","Prey_predicted",1.25449893486065
"Prey_predicted437","Fish72","Ref","Prey_predicted",0.35525378579938
"Prey_predicted438","Fish72","Ref","Prey_predicted",1.2049106775893
"Prey_predicted439","Fish72","Ref","Prey_predicted",0.973478062176962
"Prey_predicted440","Fish72","Ref","Prey_predicted",-1.35669575603707
"Prey_predicted441","Fish72","Ref","Prey_predicted",-0.337606186246451
"Prey_predicted442","Fish72","Ref","Prey_predicted",0.429377004141947
"Prey_predicted443","Fish72","Ref","Prey_predicted",-0.853790583730778
"Prey_predicted444","Fish72","Ref","Prey_predicted",-0.736970177796393
"Prey_predicted445","Fish72","Ref","Prey_predicted",-1.02232065416547
"Prey_predicted446","Fish72","Ref","Prey_predicted",-1.31024741348624
"Prey_predicted447","Fish72","Ref","Prey_predicted",-0.357014175174837
"Prey_predicted448","Fish72","Ref","Prey_predicted",-0.506978745169596
"Prey_predicted449","Fish72","Ref","Prey_predicted",-0.184416829173375
"Prey_predicted450","Fish72","Ref","Prey_predicted",0.203039916115854
"Prey_predicted451","Fish72","Ref","Prey_predicted",0.405499898452765
"Prey_predicted452","Fish72","Ref","Prey_predicted",-0.328865815015768
"Prey_predicted453","Fish72","Ref","Prey_predicted",-0.302831765784862
"Prey_predicted454","Fish72","Ref","Prey_predicted",0.949652191647636
"Prey_predicted455","Fish72","Ref","Prey_predicted",-2.02021652789083
"Prey_predicted456","Fish72","Ref","Prey_predicted",1.34034425390361
"Prey_predicted457","Fish72","Ref","Prey_predicted",2.39894228132521
"Prey_predicted458","Fish72","Ref","Prey_predicted",-0.518322433250736
"Prey_predicted459","Fish72","Ref","Prey_predicted",-0.717130007055346
"Prey_predicted460","Fish72","Ref","Prey_predicted",0.22519345072701
"Prey_predicted461","Fish72","Ref","Prey_predicted",-1.1642142882066
"Prey_predicted462","Fish72","Ref","Prey_predicted",0.468888672256435
"Prey_predicted463","Fish72","Ref","Prey_predicted",0.152236709304559
"Prey_predicted464","Fish72","Ref","Prey_predicted",-0.270354662947571
"Prey_predicted465","Fish72","Ref","Prey_predicted",-0.910923697212275
"Prey_predicted466","Fish72","Ref","Prey_predicted",-0.695688427743904
"Prey_predicted467","Fish72","Ref","Prey_predicted",-1.15939843378541
"Prey_predicted468","Fish72","Ref","Prey_predicted",0.0128606966054923
"Prey_predicted469","Fish72","Ref","Prey_predicted",-0.322283663859305
"Prey_predicted470","Fish72","Ref","Prey_predicted",1.1105700241822
"Prey_predicted471","Fish72","Ref","Prey_predicted",-0.657359630226416
"Prey_predicted472","Fish72","Ref","Prey_predicted",0.236353963966919
"Prey_predicted473","Fish72","Ref","Prey_predicted",0.0830108952249969
"Prey_predicted474","Fish72","Ref","Prey_predicted",-0.932188739752696
"Prey_predicted475","Fish72","Ref","Prey_predicted",1.13936523191509
"Prey_predicted476","Fish72","Ref","Prey_predicted",-0.187554425730036
"Prey_predicted477","Fish72","Ref","Prey_predicted",-0.465919537699648
"Prey_predicted478","Fish72","Ref","Prey_predicted",-1.24948262969216
"Prey_predicted479","Fish72","Ref","Prey_predicted",0.141284434992016
"Prey_predicted480","Fish72","Ref","Prey_predicted",1.24705635506837
"Prey_predicted481","Fish72","Ref","Prey_predicted",0.521959557396114
"Prey_predicted482","Fish72","Ref","Prey_predicted",-0.837869527818539
"Prey_predicted483","Fish72","Ref","Prey_predicted",0.484622647728338
"Prey_predicted484","Fish72","Ref","Prey_predicted",0.590729324645292
"Prey_predicted485","Fish72","Ref","Prey_predicted",-1.56325973669476
"Prey_predicted486","Fish72","Ref","Prey_predicted",-1.65923130620712
"Prey_predicted487","Fish72","Ref","Prey_predicted",1.41551870892334
"Prey_predicted488","Fish72","Ref","Prey_predicted",-0.260200059780098
"Prey_predicted489","Fish72","Ref","Prey_predicted",-1.10682648598922
"Prey_predicted490","Fish72","Ref","Prey_predicted",-0.468123090229808
"Prey_predicted491","Fish72","Ref","Prey_predicted",0.0697884513512516
"Prey_predicted492","Fish72","Ref","Prey_predicted",0.0182990137063022
"Prey_predicted493","Fish72","Ref","Prey_predicted",1.57049536801184
"Prey_predicted494","Fish72","Ref","Prey_predicted",-0.327265518680301
"Prey_predicted495","Fish72","Ref","Prey_predicted",-0.589857926380481
"Prey_predicted496","Fish72","Ref","Prey_predicted",-1.61852167136818
"Prey_predicted497","Fish72","Ref","Prey_predicted",-0.770325004211331
"Prey_predicted498","Fish72","Ref","Prey_predicted",2.18479422817462
"Prey_predicted499","Fish72","Ref","Prey_predicted",-0.200850675128498
