"","ind","ref","param","coeff","N_random_tracks"
"Dist_fond1805","Fish72","Ref","Dist to bottom",-2.21325373372749,181
"Dist_berge1805","Fish72","Ref","Dist to shore",0.0236284916782601,181
"Prey_predicted1806","Fish72","Ref","Large zooplankton",2.67434781732305,181
"NotPrey_predicted1806","Fish72","Ref","Small zooplankton",-2.79804470279973,181
"ecart_61806","Fish72","Ref","Dist to Iso6",-2.22492703127331,181
"Dist_fond1806","Fish72","Ref","Dist to bottom",-2.27308557388438,181
"Dist_berge1806","Fish72","Ref","Dist to shore",-0.0392945375188467,181
"Prey_predicted1807","Fish72","Ref","Large zooplankton",2.7730462191708,181
"NotPrey_predicted1807","Fish72","Ref","Small zooplankton",-2.90249776836957,181
"ecart_61807","Fish72","Ref","Dist to Iso6",-2.50101612049852,181
"Dist_fond1807","Fish72","Ref","Dist to bottom",-2.03926378154279,181
"Dist_berge1807","Fish72","Ref","Dist to shore",-0.0875202620051608,181
"Prey_predicted1808","Fish72","Ref","Large zooplankton",2.24635487997396,181
"NotPrey_predicted1808","Fish72","Ref","Small zooplankton",-2.39794420363832,181
"ecart_61808","Fish72","Ref","Dist to Iso6",-2.46166592597257,181
"Dist_fond1808","Fish72","Ref","Dist to bottom",-1.87412454656387,181
"Dist_berge1808","Fish72","Ref","Dist to shore",-0.127997266326574,181
"Prey_predicted1809","Fish72","Ref","Large zooplankton",2.49982628517382,181
"NotPrey_predicted1809","Fish72","Ref","Small zooplankton",-2.64408720333429,181
"ecart_61809","Fish72","Ref","Dist to Iso6",-2.46156772090725,181
"Dist_fond1809","Fish72","Ref","Dist to bottom",-1.99820144790374,181
"Dist_berge1809","Fish72","Ref","Dist to shore",-0.130996183428218,181
"Prey_predicted1810","Fish72","Ref","Large zooplankton",3.1637743089042,182
"NotPrey_predicted1810","Fish72","Ref","Small zooplankton",-3.27897293220528,182
"ecart_61810","Fish72","Ref","Dist to Iso6",-2.59569233600777,182
"Dist_fond1810","Fish72","Ref","Dist to bottom",-2.19382689914208,182
"Dist_berge1810","Fish72","Ref","Dist to shore",-0.0651587632735464,182
"Prey_predicted1811","Fish72","Ref","Large zooplankton",2.41486716142972,182
"NotPrey_predicted1811","Fish72","Ref","Small zooplankton",-2.55079458258146,182
"ecart_61811","Fish72","Ref","Dist to Iso6",-2.31534675459722,182
"Dist_fond1811","Fish72","Ref","Dist to bottom",-1.9957706956119,182
"Dist_berge1811","Fish72","Ref","Dist to shore",-0.137121616105303,182
"Prey_predicted1812","Fish72","Ref","Large zooplankton",2.66044261874657,182
"NotPrey_predicted1812","Fish72","Ref","Small zooplankton",-2.72768568794178,182
"ecart_61812","Fish72","Ref","Dist to Iso6",-2.26187131143598,182
"Dist_fond1812","Fish72","Ref","Dist to bottom",-2.37023294525184,182
"Dist_berge1812","Fish72","Ref","Dist to shore",-0.0458284338316888,182
"Prey_predicted1813","Fish72","Ref","Large zooplankton",2.25975563625826,182
"NotPrey_predicted1813","Fish72","Ref","Small zooplankton",-2.40859547770243,182
"ecart_61813","Fish72","Ref","Dist to Iso6",-2.35645273072631,182
"Dist_fond1813","Fish72","Ref","Dist to bottom",-1.9581952991847,182
"Dist_berge1813","Fish72","Ref","Dist to shore",-0.0990459900785159,182
"Prey_predicted1814","Fish72","Ref","Large zooplankton",2.35298750193826,182
"NotPrey_predicted1814","Fish72","Ref","Small zooplankton",-2.47571415446313,182
"ecart_61814","Fish72","Ref","Dist to Iso6",-2.28197788040819,182
"Dist_fond1814","Fish72","Ref","Dist to bottom",-2.09535539413035,182
"Dist_berge1814","Fish72","Ref","Dist to shore",-0.0479241530838807,182
"Prey_predicted1815","Fish72","Ref","Large zooplankton",2.40677876924611,182
"NotPrey_predicted1815","Fish72","Ref","Small zooplankton",-2.57593829958394,182
"ecart_61815","Fish72","Ref","Dist to Iso6",-2.37537365012139,182
"Dist_fond1815","Fish72","Ref","Dist to bottom",-1.86955856164876,182
"Dist_berge1815","Fish72","Ref","Dist to shore",-0.117320904070479,182
"Prey_predicted1816","Fish72","Ref","Large zooplankton",2.60172477064546,182
"NotPrey_predicted1816","Fish72","Ref","Small zooplankton",-2.72941310454902,182
"ecart_61816","Fish72","Ref","Dist to Iso6",-2.67489390664676,182
"Dist_fond1816","Fish72","Ref","Dist to bottom",-1.91230239843505,182
"Dist_berge1816","Fish72","Ref","Dist to shore",-0.155472771386434,182
"Prey_predicted1817","Fish72","Ref","Large zooplankton",2.65567305419414,182
"NotPrey_predicted1817","Fish72","Ref","Small zooplankton",-2.77756558871411,182
"ecart_61817","Fish72","Ref","Dist to Iso6",-2.38840079378621,182
"Dist_fond1817","Fish72","Ref","Dist to bottom",-2.18113928297567,182
"Dist_berge1817","Fish72","Ref","Dist to shore",-0.0964196079418087,182
"Prey_predicted1818","Fish72","Ref","Large zooplankton",2.49517453089615,182
"NotPrey_predicted1818","Fish72","Ref","Small zooplankton",-2.64485015115624,182
"ecart_61818","Fish72","Ref","Dist to Iso6",-2.38972263601466,182
"Dist_fond1818","Fish72","Ref","Dist to bottom",-1.94919585074696,182
"Dist_berge1818","Fish72","Ref","Dist to shore",-0.193080593294426,182
"Prey_predicted1819","Fish72","Ref","Large zooplankton",2.50391049341672,182
"NotPrey_predicted1819","Fish72","Ref","Small zooplankton",-2.62898651264283,182
"ecart_61819","Fish72","Ref","Dist to Iso6",-2.42965383908955,182
"Dist_fond1819","Fish72","Ref","Dist to bottom",-2.00522720211936,182
"Dist_berge1819","Fish72","Ref","Dist to shore",-0.0516572993449003,182
"Prey_predicted1820","Fish72","Ref","Large zooplankton",2.55276194717419,183
"NotPrey_predicted1820","Fish72","Ref","Small zooplankton",-2.68605411424047,183
"ecart_61820","Fish72","Ref","Dist to Iso6",-2.27729899313272,183
"Dist_fond1820","Fish72","Ref","Dist to bottom",-2.14442934831728,183
"Dist_berge1820","Fish72","Ref","Dist to shore",-0.138405628985561,183
"Prey_predicted1821","Fish72","Ref","Large zooplankton",2.2945274733586,183
"NotPrey_predicted1821","Fish72","Ref","Small zooplankton",-2.48210356853397,183
"ecart_61821","Fish72","Ref","Dist to Iso6",-2.40968786707826,183
"Dist_fond1821","Fish72","Ref","Dist to bottom",-1.95643235612169,183
"Dist_berge1821","Fish72","Ref","Dist to shore",-0.112313081859658,183
"Prey_predicted1822","Fish72","Ref","Large zooplankton",2.16202207695163,183
